Name,Latitude,Longitude,DistanceFromTrail(feet),Bearing(degrees),DistanceAlongTrail(miles),Source CSV,Row Number,ResupplyCityLat,ResupplyCityLong,MilestoTown,RouteID
Mud Brook ,45.66546591245451,-68.9904757261167,River/Stream,0,Intersection Point,water.csv,,,,,
Mud Gap Branch ,35.52837021440424,-83.81772576192365,River/Stream,0.002616815,Closest Point,water.csv,,,,,
Mud Pond ,45.36336739014691,-69.47044312561454,Other,0.00040399,Closest Point,water.csv,,,,,
Mudcut Branch ,35.32547679999999,-83.6809972,River/Stream,0.004194973,Closest Point,water.csv,,,,,
Muddy Brook ,42.187894899999996,-73.2912531,River/Stream,0.006443556,Closest Point,water.csv,,,,,
Murphy Ponds ,45.796897052444905,-69.16373890870372,Other,0.000447756,Closest Point,water.csv,,,,,
Murphy Ponds ,45.79753749999999,-69.1663867,Other,0.002206998,Closest Point,water.csv,,,,,
Murphy Ponds ,45.7995329,-69.1709278,Other,0.002360489,Closest Point,water.csv,,,,,
Nahmakanta Lake ,45.73654116135549,-69.12119864482614,Lake,0.00083474,Closest Point,water.csv,,,,,
Nahmakanta Lake ,45.74465133940798,-69.13940665953399,Lake,0.00150284,Closest Point,water.csv,,,,,
Nahmakanta Lake ,45.743239199999984,-69.1335538,Lake,0.003789719,Closest Point,water.csv,,,,,
Nahmakanta Stream ,45.73595406153059,-69.06511326322534,River/Stream,0.000162834,Closest Point,water.csv,,,,,
Nantahala Falls ,35.332474,-83.5955018,Waterfall,0,Original Point,water.csv,,,,,
Nantahala River ,35.33149507824618,-83.59211669983539,River/Stream,0,Intersection Point,water.csv,,,,,
Narrow Creek ,35.545164699999994,-83.79524619999998,River/Stream,0.003093763,Closest Point,water.csv,,,,,
Nesowadehunk Stream ,45.883279899999984,-69.0303316,River/Stream,0.002419202,Closest Point,water.csv,,,,,
New Kernsville Lake ,40.58089,-76.00246199999998,Lake,0.005100437,Closest Point,water.csv,,,,,
New River ,37.34032091387954,-80.75812725495781,River/Stream,0,Intersection Point,water.csv,,,,,
Noland Creek ,35.5685825,-83.48513339999998,River/Stream,0.002304272,Closest Point,water.csv,,,,,
Nolichucky River ,36.10542646094139,-82.44789976640571,River/Stream,0,Intersection Point,water.csv,,,,,
North Branch Gale River ,44.1937867,-71.591854,River/Stream,0.00985698,Closest Point,water.csv,,,,,
North Creek ,37.51935079999999,-79.5105591,River/Stream,0.005490148,Closest Point,water.csv,,,,,
North Flanders Brook ,41.76690105822792,-73.44165734398295,River/Stream,0.001613112,Closest Point,water.csv,,,,,
North Flanders Brook ,41.767180118932785,-73.44101849102132,River/Stream,0.002064896,Closest Point,water.csv,,,,,
North Flanders Brook ,41.76792305835682,-73.43869278923175,River/Stream,0.002762853,Closest Point,water.csv,,,,,
North Flanders Brook ,41.768118699999995,-73.4359204,River/Stream,0.004249392,Closest Point,water.csv,,,,,
North Flanders Brook ,41.76783390000001,-73.4374894,River/Stream,0.004493606,Closest Point,water.csv,,,,,
North Fork Beech Creek ,35.3458902,-83.71145479999998,River/Stream,0.004233298,Closest Point,water.csv,,,,,
North Fork East Branch Pemigewasset River ,44.169979296320385,-71.46711080204213,River/Stream,0,Intersection Point,water.csv,,,,,
North Fork Goose Creek ,37.48481071635954,-79.66009251774551,River/Stream,0.004785959,Closest Point,water.csv,,,,,
North Fork Stony Creek ,36.5007449,-81.9885314,River/Stream,0.001847288,Closest Point,water.csv,,,,,
North Fork Thornton River ,38.71563390000001,-78.3274528,River/Stream,0.005970845,Closest Point,water.csv,,,,,
North Fork Tuskeegee Creek ,35.40987870313182,-83.76474453515716,River/Stream,0.003904339,Closest Point,water.csv,,,,,
North Kent Brook ,41.767946369239596,-73.43828751431242,River/Stream,0,Intersection Point,water.csv,,,,,
Notch Brook ,42.648191852213586,-73.15886580336958,River/Stream,0.004789742,Closest Point,water.csv,,,,,
Nuclear Lake Dam ,41.59633449999999,-73.6482032,Lake,0.001121139,Closest Point,water.csv,,,,,
Olesons Brook ,44.04648249999999,-71.7795841,River/Stream,0.001608602,Closest Point,water.csv,,,,,
Opossum Creek ,36.673641599999996,-81.48914470000001,River/Stream,,Closest Point,water.csv,,,,,
Orbeton Stream ,44.97338271201222,-70.4069361,River/Stream,0,Intersection Point,water.csv,,,,,
Orr Branch ,35.3704526,-83.7384582,River/Stream,0.003370517,Closest Point,water.csv,,,,,
Ottauquechee River ,43.68059132494246,-72.78250157260183,River/Stream,0,Intersection Point,water.csv,,,,,
Otter Creek ,37.65690399999999,-79.34891049999999,River/Stream,0.00394131,Closest Point,water.csv,,,,,
Otter Pond Stream ,45.241799103437714,-70.02730794478178,River/Stream,0,Intersection Point,water.csv,,,,,
Page Pond ,44.4423646,-71.12009630000001,Other,0.000103794,Closest Point,water.csv,,,,,
Paine Run ,38.2140287,-78.7456833,River/Stream,0.004089944,Closest Point,water.csv,,,,,
Paine Run ,38.177344,-78.77084609999999,River/Stream,0.01952078,Closest Point,water.csv,,,,,
Palmer Branch ,36.40776809999999,-82.01595959999999,River/Stream,0.002802235,Closest Point,water.csv,,,,,
Panther Branch ,35.7570648,-83.1653945,River/Stream,0.002863412,Closest Point,water.csv,,,,,
Parapet Brook ,44.30498316741405,-71.26177751578298,River/Stream,0,Intersection Point,water.csv,,,,,
Parker Lake ,41.20100962697423,-74.39567424444881,Lake,0.00029746,Closest Point,water.csv,,,,,
Pass Run ,38.659777500000004,-78.32300979999998,River/Stream,0.001153287,Closest Point,water.csv,,,,,
Paull Brook ,42.68695012226618,-73.15980934479722,River/Stream,0,Intersection Point,water.csv,,,,,
Payne Branch ,35.45275540000001,-83.80278289999998,River/Stream,0.003220466,Closest Point,water.csv,,,,,
Payne Branch ,35.472404999999995,-83.809728,River/Stream,0.005069636,Closest Point,water.csv,,,,,
Pecks branch ,35.6600977,-83.31861289999999,River/Stream,0.003936874,Closest Point,water.csv,,,,,
Pecks Brook ,42.63765279999999,-73.1655464,River/Stream,0.010416751,Closest Point,water.csv,,,,,
Pecks Corner Branch ,35.6538621,-83.31287699999999,River/Stream,0.002802793,Closest Point,water.csv,,,,,
Pedlar River ,37.67049481433801,-79.28339485227788,River/Stream,0,Intersection Point,water.csv,,,,,
Pedlar River Dam ,37.6676309,-79.2771453,Dam,0.001239861,Closest Point,water.csv,,,,,
Pemadumcook Lake ,45.71384969999999,-69.01183849999998,Lake,0.000479782,Closest Point,water.csv,,,,,
Pemadumcook Lake ,45.7167968,-69.01653439999998,Lake,0.003771236,Closest Point,water.csv,,,,,
Pemadumcook Lake ,45.73000179999999,-69.02771119999998,Lake,0.004543902,Closest Point,water.csv,,,,,
Pemigewasset River ,44.1097897609761,-71.68129341587672,River/Stream,0,Intersection Point,water.csv,,,,,
Peruvian Branch ,35.6150579,-83.41543279999999,River/Stream,0.002629265,Closest Point,water.csv,,,,,
Peters Creek ,37.5761325,-79.4372034,River/Stream,0.004983761,Closest Point,water.csv,,,,,
Pickles Branch ,37.38427152644546,-80.18315954807903,River/Stream,0.005055115,Closest Point,water.csv,,,,,
Pierce Branch ,36.368072899999994,-82.0570457,River/Stream,0.002792795,Closest Point,water.csv,,,,,
Pierce Branch ,36.35869519999999,-82.0685309,River/Stream,0.003074084,Closest Point,water.csv,,,,,
Pierce Pond Dam ,45.2400537,-70.0561749,Dam,0,Original Point,water.csv,,,,,
Pierce Pond Stream ,45.240477581070394,-70.05408674126777,River/Stream,0,Intersection Point,water.csv,,,,,
Pigeonroost Creek ,36.12842139999999,-82.27592289999998,River/Stream,0.00321472,Closest Point,water.csv,,,,,
Pine Swamp Branch ,37.4199272,-80.6044078,River/Stream,0,Intersection Point,water.csv,,,,,
Pine Swamp Brook ,41.875659,-73.38798989999998,River/Stream,0.005048907,Closest Point,water.csv,,,,,
Piney River ,38.7609876,-78.2818767,River/Stream,0.002023772,Closest Point,water.csv,,,,,
Piney Run ,39.32499746092756,-77.71240510986377,River/Stream,0.002087587,Closest Point,water.csv,,,,,
Piper Bog ,44.84623323107596,-70.61237057699336,Pond,0.000327896,Closest Point,water.csv,,,,,
Piscataquis River ,45.259038070986286,-69.79835543670546,River/Stream,0.209093549,Closest Point,water.csv,,,,,
Pitman Pond ,45.81906937548252,-69.00920382440451,Other,0.003433343,Closest Point,water.csv,,,,,
Plantain Pond Dam ,42.0658916,-73.4373279,Dam,0.001799281,Closest Point,water.csv,,,,,
Pleasant Pond ,45.27192489999999,-69.9180168,Pond,0.002245522,Closest Point,water.csv,,,,,
Pleasant Pond Stream ,45.2558687,-69.977999,River/Stream,0.011807853,Closest Point,water.csv,,,,,
Pocahontas Spring ,40.5820928,-75.9870157,Spring,0,Original Point,water.csv,,,,,
Pochuck Creek ,41.235048468105376,-74.47192097877328,River/Stream,0,Intersection Point,water.csv,,,,,
Pollywog Stream ,45.77941021979045,-69.17264592341682,River/Stream,0,Intersection Point,water.csv,,,,,
Pomfret Brook ,43.68047766348924,-72.52685821657947,River/Stream,0,Intersection Point,water.csv,,,,,
Pond Branch ,36.27964839999999,-82.1194966,River/Stream,0.006409698,Closest Point,water.csv,,,,,
Pond Brook ,44.56273842148802,-70.97113440312638,River/Stream,0,Intersection Point,water.csv,,,,,
Popolopen Creek ,41.31996378242666,-73.98444304047878,River/Stream,0.001161916,Closest Point,water.csv,,,,,
Popolopen Creek ,41.315822,-74.00521799999999,River/Stream,0.007283196,Closest Point,water.csv,,,,,
Porters Creek ,35.6427033,-83.36429189999998,River/Stream,0.004375399,Closest Point,water.csv,,,,,
Potomac River ,39.323883155433556,-77.72735347992815,River/Stream,0,Intersection Point,water.csv,,,,,
Potomack Canal ,39.321761,-77.7444804,Other,0.001197214,Closest Point,water.csv,,,,,
Pratt Brook ,45.6531738,-69.0474067,River/Stream,0.014077866,Closest Point,water.csv,,,,,
Prentiss Brook ,45.73664017998241,-69.12213004001788,River/Stream,0,Intersection Point,water.csv,,,,,
Proctor Branch ,35.48414950000001,-83.8186193,River/Stream,0.004112656,Closest Point,water.csv,,,,,
Proctor Creek ,35.57380789999999,-83.5994212,River/Stream,0.003599245,Closest Point,water.csv,,,,,
Pua Falls ,39.0690582,-77.9027314,Waterfall,0,Original Point,water.csv,,,,,
Pugwash Pond ,45.4804326327375,-69.28730492814312,Pond,0.000443826,Closest Point,water.csv,,,,,
Quarry Run ,39.93505561003351,-77.48809642158949,River/Stream,0,Intersection Point,water.csv,,,,,
Quebec Branch ,36.65163509999999,-81.4916367,River/Stream,,Closest Point,water.csv,,,,,
Queensboro Brook ,41.3010741,-74.03642659999998,River/Stream,0.002045986,Closest Point,water.csv,,,,,
Queensboro Brook ,41.30292516908302,-74.03651200432792,River/Stream,0.002702778,Closest Point,water.csv,,,,,
Queensboro Brook ,41.3024538696625,-74.03508789398036,River/Stream,0.003270738,Closest Point,water.csv,,,,,
Rabbit Pond ,45.35088310763916,-69.50032210082763,Other,0.004329402,Closest Point,water.csv,,,,,
Race Brook ,42.094101699999996,-73.4344128,River/Stream,0.001678517,Closest Point,water.csv,,,,,
Rainbow Lake Dam ,45.8206513,-69.1654166,Lake,0,Original Point,water.csv,,,,,
Rainbow Stream ,45.799146899953584,-69.1704536985408,River/Stream,0,Intersection Point,water.csv,,,,,
Ramapo River ,41.26602445048953,-74.15612847058908,River/Stream,0,Intersection Point,water.csv,,,,,
Ramsey Prong ,35.70826737858719,-83.25660136268611,River/Stream,0,Intersection Point,water.csv,,,,,
Rat Branch ,36.2953115,-82.11968059999998,River/Stream,0.002759299,Closest Point,water.csv,,,,,
Rat Branch ,36.294318200000006,-82.1193829,River/Stream,0.003653559,Closest Point,water.csv,,,,,
Rattle River ,44.36604828758565,-71.11274540324581,River/Stream,0.000183574,Closest Point,water.csv,,,,,
Rattle River ,44.39235259537587,-71.1064367720622,River/Stream,0.001171645,Closest Point,water.csv,,,,,
Rattler Branch ,35.5656613,-83.52098369999999,River/Stream,0.004876308,Closest Point,water.csv,,,,,
Rattlesnake Run ,39.77658189999999,-77.4811511,River/Stream,0.004350265,Closest Point,water.csv,,,,,
Rattlesnake Run ,39.788765504369564,-77.48001607675218,River/Stream,0.005272928,Closest Point,water.csv,,,,,
Rattling Run ,39.67230299999999,-77.52899809999998,River/Stream,0.004220312,Closest Point,water.csv,,,,,
Rattling Run ,39.66974801788419,-77.53155283992636,River/Stream,0.004975787,Closest Point,water.csv,,,,,
Rattling Run ,39.665287099999986,-77.53300939999998,River/Stream,0.005118101,Closest Point,water.csv,,,,,
Rattling Run ,40.581443536346974,-76.01210841932208,River/Stream,0.00512583,Closest Point,water.csv,,,,,
Rattling Run ,39.678145400000005,-77.5249533,River/Stream,0.005858099,Closest Point,water.csv,,,,,
Rausch Creek ,40.497218358429784,-76.59667713379467,River/Stream,0,Intersection Point,water.csv,,,,,
Raven Creek ,35.6619469,-83.2932872,River/Stream,0.001925888,Closest Point,water.csv,,,,,
Raven Rock Spring ,39.671846,-77.5247153,Spring,0,Original Point,water.csv,,,,,
Raven Rocks Hollow ,39.13687038535378,-77.84233001483254,River/Stream,0,Intersection Point,water.csv,,,,,
Red Fork ,36.13525285487987,-82.29165850186558,River/Stream,0.00258374,Closest Point,water.csv,,,,,
Red Fork ,36.1377746,-82.28655159999998,River/Stream,0.003035233,Closest Point,water.csv,,,,,
Red Fork ,36.1356644,-82.29005479999998,River/Stream,0.003209806,Closest Point,water.csv,,,,,
Red Fork ,36.13555730000001,-82.28453859999999,River/Stream,0.005028128,Closest Point,water.csv,,,,,
Red Pond ,44.24171245013819,-71.3451699493659,Pond,0.000222292,Closest Point,water.csv,,,,,
Red Run ,39.740758346441396,-77.49002258129873,River/Stream,0,Intersection Point,water.csv,,,,,
Reservoir Hollow ,39.06994900356916,-77.90361720285779,River/Stream,0,Intersection Point,water.csv,,,,,
Right Fork Hurley Branch ,36.4202011,-82.0068321,River/Stream,0.00228374,Closest Point,water.csv,,,,,
Right Fork Hurley Branch ,36.4137385,-82.0101458,River/Stream,0.005478838,Closest Point,water.csv,,,,,
Right Prong Hodge Branch ,36.424450699999994,-82.00392059999999,River/Stream,0.002897176,Closest Point,water.csv,,,,,
Right Prong Rock Creek ,36.1108349,-82.3721952,River/Stream,0.001253412,Closest Point,water.csv,,,,,
Right Prong Rock Creek ,36.11167300000001,-82.37244,River/Stream,0.002016723,Closest Point,water.csv,,,,,
Rines Creek ,35.33861519999999,-83.70917769999998,River/Stream,0.003736277,Closest Point,water.csv,,,,,
Ripley Falls ,44.1616153,-71.3932313,Waterfall,0,Original Point,water.csv,,,,,
Riprap Creek ,38.1615076,-78.77453149999998,River/Stream,0.012952348571595414,Closest Point,water.csv,,,,,
Roach River ,38.327058199999996,-78.5690461,River/Stream,0.003550957,Closest Point,water.csv,,,,,
Road Prong ,35.6071615,-83.4498114,River/Stream,0.002600848,Closest Point,water.csv,,,,,
Roaring Brook ,42.6181408,-73.18950949999999,River/Stream,0.006705386,Closest Point,water.csv,,,,,
Robinson Branch ,36.41215900000001,-82.01117439999999,River/Stream,0.005450161,Closest Point,water.csv,,,,,
Robinson Creek ,35.7587918,-83.1646008,River/Stream,0.003639264,Closest Point,water.csv,,,,,
Robinson River ,38.5786996,-78.3831623,River/Stream,0.0030814,Closest Point,water.csv,,,,,
Rock Creek ,35.34201702544517,-83.6406165560384,River/Stream,0.000507184,Closest Point,water.csv,,,,,
Rock Creek ,36.13144599999998,-82.3031928,River/Stream,0.001943755,Closest Point,water.csv,,,,,
Rock Creek ,35.7272745,-83.216786,River/Stream,0.002269027,Closest Point,water.csv,,,,,
Rock Creek ,36.12667269999999,-82.3103389,River/Stream,0.003759876,Closest Point,water.csv,,,,,
Rock Creek ,35.342560313590965,-83.63084547961436,River/Stream,0.004473262,Closest Point,water.csv,,,,,
Rock Creek ,36.1190368,-82.32411869999999,River/Stream,0.007638627,Closest Point,water.csv,,,,,
Rock Spring ,37.8262262,-79.1431475,Spring,0,Original Point,water.csv,,,,,
Rocky Branch ,39.14373878182794,-77.83188007600289,River/Stream,0,Intersection Point,water.csv,,,,,
Rocky Fork ,35.598230099999995,-83.455967,River/Stream,0.004993114,Closest Point,water.csv,,,,,
Rocky Mountain Creek ,39.84630493372128,-77.5062013544956,River/Stream,0,Intersection Point,water.csv,,,,,
Rocky Row Run ,37.60291666966636,-79.39140781894454,River/Stream,0.000131625,Closest Point,water.csv,,,,,
Rocky Row Run ,37.60518820000001,-79.38616100000002,River/Stream,0.000875059,Closest Point,water.csv,,,,,
Rose River ,38.54283361060761,-78.41720706796109,River/Stream,0.007195823,Closest Point,water.csv,,,,,
Route 8 Bridge ,42.4742197,-73.157005,Other,0,Original Point,water.csv,,,,,
Rush River ,38.765065899999996,-78.2346806,River/Stream,0.003290566,Closest Point,water.csv,,,,,
Russell Field Branch ,35.56219888704859,-83.77568826378533,River/Stream,0.000989337,Closest Point,water.csv,,,,,
Sabbath Day Pond ,44.8407652,-70.6595872,Other,0.000160517,Closest Point,water.csv,,,,,
Sackett Brook ,42.413591999999994,-73.15464899999999,River/Stream,0.005320934,Closest Point,water.csv,,,,,
Saco River ,44.1714372407232,-71.38572547326251,River/Stream,0,Intersection Point,water.csv,,,,,
Sages Ravine Brook ,42.0522313184201,-73.44389615315262,River/Stream,0,Intersection Point,water.csv,,,,,
Sages Ravine Falls ,42.0519049,-73.4422552,Waterfall,0,Original Point,water.csv,,,,,
Sahlee Creek ,35.604199099999995,-83.45101700000001,River/Stream,0.004502188,Closest Point,water.csv,,,,,
Salmon Creek ,41.93062599999999,-73.36361399999998,River/Stream,0.004175178,Closest Point,water.csv,,,,,
Sams Creek ,35.56648669999999,-83.6419241,River/Stream,0.000487508,Closest Point,water.csv,,,,,
Sand Pond ,41.06550975309169,-74.95016261049153,Other,0.003800965,Closest Point,water.csv,,,,,
Sandy River ,44.88784746559146,-70.5392092465809,River/Stream,0,Intersection Point,water.csv,,,,,
Sandy Stream ,45.17844574514379,-70.07304786237685,River/Stream,0,Intersection Point,water.csv,,,,,
Sargent Brook ,43.55721952187221,-72.85271111437004,River/Stream,0,Intersection Point,water.csv,,,,,
Sawmill Branch ,37.435630210305604,-79.9884506520719,River/Stream,0.000846554,Closest Point,water.csv,,,,,
Sawmill Branch ,37.4325625,-79.9825528,River/Stream,0.001024771,Closest Point,water.csv,,,,,
Sawmill Branch ,37.4325955,-79.97942539999998,River/Stream,0.002750256,Closest Point,water.csv,,,,,
Sawyer Brook ,44.714030799999996,-70.80854769999999,River/Stream,0.005084971,Closest Point,water.csv,,,,,
Sawyer Creek ,35.383191,-83.7544917,River/Stream,0.006067256,Closest Point,water.csv,,,,,
Schuylkill River ,40.57853967773757,-76.02669727229686,River/Stream,0,Intersection Point,water.csv,,,,,
Screw Auger Falls ,45.4828888,-69.3045523,Waterfall,0,Original Point,water.csv,,,,,
Shaker Pond ,42.24120920000001,-73.21139019999998,Other,0.005434117,Closest Point,water.csv,,,,,
Shelburne Dam ,44.40385944707616,-71.1147872551024,Dam,0.000299021,Closest Point,water.csv,,,,,
Shell Creek ,36.13307129999999,-82.02367590000001,River/Stream,0.00431907,Closest Point,water.csv,,,,,
Shelter Brook ,44.5376696,-70.99029910000002,River/Stream,0.0003179,Closest Point,water.csv,,,,,
Shenandoah River ,39.32012201797547,-77.74148139588921,River/Stream,0,Intersection Point,water.csv,,,,,
Sheppe Pond ,37.60975485869118,-79.38942487723627,Pond,0.004114904,Closest Point,water.csv,,,,,
